tower_id,subscription_id,rsrp_dbm,ts
T0108,S00630,-105,2025-03-12T17:56:00Z
T0141,S00156,-67,2025-03-02T17:18:00Z
T0490,S00395,-63,2025-03-11T04:35:00Z
T0436,S00487,-120,2025-03-09T20:52:00Z
T0029,S01522,-97,2025-03-24T05:33:00Z
T0348,S00827,-120,2025-03-02T05:15:00Z
T0313,S00460,-104,2025-03-09T20:38:00Z
T0111,S00962,-82,2025-03-26T03:08:00Z
T0043,S01806,-69,2025-03-10T15:31:00Z
T0401,S01652,-118,2025-03-10T02:28:00Z
T0209,S01131,-64,2025-03-02T14:06:00Z
T0052,S00287,-98,2025-03-18T04:40:00Z
T0450,S01568,-80,2025-03-22T20:16:00Z
T0061,S00122,-80,2025-03-01T09:30:00Z
T0279,S01350,-65,2025-03-27T17:33:00Z
T0147,S01398,-80,2025-03-23T00:36:00Z
T0221,S01737,-82,2025-03-16T02:23:00Z
T0422,S00674,-62,2025-03-13T19:59:00Z
T0198,S00652,-88,2025-03-09T17:29:00Z
T0019,S01479,-77,2025-03-08T12:22:00Z
T0107,S00819,-116,2025-03-20T20:22:00Z
T0234,S00435,-63,2025-03-05T13:21:00Z
T0183,S01854,-65,2025-03-27T04:49:00Z
T0213,S00961,-72,2025-03-28T16:44:00Z
T0238,S00278,-64,2025-03-26T16:46:00Z
T0039,S00682,-75,2025-03-22T03:22:00Z
T0437,S00114,-60,2025-03-18T12:24:00Z
T0132,S01231,-90,2025-03-01T17:50:00Z
T0074,S00626,-112,2025-03-26T18:46:00Z
T0070,S01939,-80,2025-03-24T07:05:00Z
T0110,S00138,-78,2025-03-25T02:47:00Z
T0499,S01307,-69,2025-03-25T08:42:00Z
T0099,S01002,-98,2025-03-07T00:18:00Z
T0092,S00156,-95,2025-03-03T04:54:00Z
T0147,S01817,-112,2025-03-09T06:36:00Z
T0384,S01244,-86,2025-03-22T02:01:00Z
T0151,S01036,-115,2025-03-26T12:46:00Z
T0033,S01302,-117,2025-03-23T11:27:00Z
T0427,S01525,-82,2025-03-05T07:10:00Z
T0466,S01152,-80,2025-03-17T19:22:00Z
T0114,S01022,-82,2025-03-02T01:16:00Z
T0386,S00367,-107,2025-03-22T12:57:00Z
T0031,S01319,-68,2025-03-28T16:35:00Z
T0099,S00071,-96,2025-03-11T10:30:00Z
T0473,S00355,-73,2025-03-17T13:21:00Z
T0160,S00692,-105,2025-03-15T17:02:00Z
T0185,S01692,-65,2025-03-23T14:11:00Z
T0447,S01163,-66,2025-03-23T21:00:00Z
T0155,S00097,-86,2025-03-10T20:51:00Z
T0007,S01817,-98,2025-03-08T00:46:00Z
T0338,S01458,-64,2025-03-23T21:58:00Z
T0147,S01257,-102,2025-03-03T20:12:00Z
T0164,S01791,-95,2025-03-20T22:08:00Z
T0318,S01061,-107,2025-03-04T21:57:00Z
T0012,S01201,-98,2025-03-14T08:52:00Z
T0155,S00513,-98,2025-03-02T02:19:00Z
T0417,S00301,-96,2025-03-16T00:17:00Z
T0442,S00276,-69,2025-03-03T18:48:00Z
T0297,S01218,-78,2025-03-10T22:22:00Z
T0104,S01936,-94,2025-03-12T22:59:00Z
T0004,S00223,-113,2025-03-01T21:14:00Z
T0156,S00565,-104,2025-03-05T06:09:00Z
T0154,S00201,-85,2025-03-11T16:31:00Z
T0158,S00671,-102,2025-03-05T04:10:00Z
T0489,S00107,-112,2025-03-04T03:39:00Z
T0356,S01541,-75,2025-03-27T02:29:00Z
T0293,S00113,-97,2025-03-07T06:29:00Z
T0178,S00096,-71,2025-03-27T02:52:00Z
T0275,S01743,-97,2025-03-06T21:56:00Z
T0402,S01335,-71,2025-03-01T22:01:00Z
T0128,S01475,-84,2025-03-19T13:22:00Z
T0028,S01760,-83,2025-03-06T05:56:00Z
T0047,S00959,-97,2025-03-10T20:53:00Z
T0216,S01383,-75,2025-03-18T14:48:00Z
T0303,S01833,-105,2025-03-07T17:43:00Z
T0205,S00645,-80,2025-03-21T22:58:00Z
T0393,S01762,-84,2025-03-23T05:59:00Z
T0201,S01290,-65,2025-03-13T00:29:00Z
T0082,S00292,-105,2025-03-04T20:08:00Z
T0241,S01496,-66,2025-03-06T17:16:00Z
T0036,S01661,-112,2025-03-28T20:34:00Z
T0308,S01544,-114,2025-03-15T23:51:00Z
T0207,S01035,-96,2025-03-10T11:45:00Z
T0468,S00776,-108,2025-03-28T18:07:00Z
T0456,S00534,-70,2025-03-19T21:24:00Z
T0172,S00965,-63,2025-03-17T16:12:00Z
T0433,S00032,-62,2025-03-19T23:26:00Z
T0161,S01474,-81,2025-03-15T09:27:00Z
T0419,S00340,-90,2025-03-06T23:59:00Z
T0500,S00474,-111,2025-03-20T04:27:00Z
T0271,S01180,-60,2025-03-15T20:35:00Z
T0386,S00076,-119,2025-03-21T13:29:00Z
T0368,S01955,-103,2025-03-10T10:30:00Z
T0182,S01391,-75,2025-03-15T05:11:00Z
T0311,S01526,-109,2025-03-23T20:59:00Z
T0328,S01658,-69,2025-03-21T02:29:00Z
T0033,S00437,-77,2025-03-01T05:45:00Z
T0227,S01061,-63,2025-03-28T17:42:00Z
T0466,S01613,-72,2025-03-20T11:58:00Z
T0031,S01944,-117,2025-03-26T18:08:00Z
T0070,S00235,-106,2025-03-05T03:58:00Z
T0043,S01636,-110,2025-03-22T21:07:00Z
T0049,S01172,-93,2025-03-19T19:57:00Z
T0454,S01108,-79,2025-03-12T09:17:00Z
T0496,S01067,-103,2025-03-28T20:59:00Z
T0274,S01476,-120,2025-03-07T09:23:00Z
T0172,S00348,-95,2025-03-17T20:39:00Z
T0276,S00602,-74,2025-03-14T11:04:00Z
T0129,S00998,-76,2025-03-01T10:29:00Z
T0333,S00015,-91,2025-03-15T08:11:00Z
T0175,S00890,-88,2025-03-18T20:59:00Z
T0105,S01168,-61,2025-03-15T06:38:00Z
T0042,S00182,-104,2025-03-01T09:17:00Z
T0374,S01384,-64,2025-03-24T19:07:00Z
T0083,S01205,-80,2025-03-19T20:14:00Z
T0235,S01201,-109,2025-03-03T01:13:00Z
T0313,S00451,-105,2025-03-17T12:24:00Z
T0454,S00262,-77,2025-03-22T16:51:00Z
T0218,S01301,-90,2025-03-18T12:09:00Z
T0070,S00042,-100,2025-03-10T16:19:00Z
T0461,S01178,-78,2025-03-09T06:54:00Z
T0147,S00368,-99,2025-03-19T20:25:00Z
T0066,S00812,-65,2025-03-21T01:25:00Z
T0207,S01897,-95,2025-03-28T13:01:00Z
T0255,S01008,-107,2025-03-09T22:42:00Z
T0353,S00780,-110,2025-03-08T07:40:00Z
T0284,S00707,-98,2025-03-15T15:08:00Z
T0237,S00947,-109,2025-03-27T20:31:00Z
T0113,S00813,-61,2025-03-08T18:26:00Z
T0073,S01287,-60,2025-03-06T19:36:00Z
T0250,S01903,-113,2025-03-25T10:53:00Z
T0033,S01475,-112,2025-03-17T21:56:00Z
T0356,S01407,-71,2025-03-03T05:38:00Z
T0288,S01633,-118,2025-03-07T13:21:00Z
T0072,S00695,-75,2025-03-25T11:28:00Z
T0222,S01719,-98,2025-03-17T13:05:00Z
T0403,S00211,-64,2025-03-08T09:38:00Z
T0136,S01725,-68,2025-03-27T18:43:00Z
T0280,S01296,-72,2025-03-22T17:13:00Z
T0087,S01068,-66,2025-03-13T15:00:00Z
T0339,S00121,-75,2025-03-12T15:50:00Z
T0487,S00780,-86,2025-03-15T18:19:00Z
T0072,S01354,-89,2025-03-04T15:39:00Z
T0126,S01716,-120,2025-03-01T13:57:00Z
T0262,S01744,-75,2025-03-05T10:56:00Z
T0328,S00253,-64,2025-03-12T06:13:00Z
T0150,S00203,-119,2025-03-24T05:19:00Z
T0076,S01441,-98,2025-03-07T10:25:00Z
T0270,S00183,-94,2025-03-28T19:05:00Z
T0125,S00592,-114,2025-03-10T15:45:00Z
T0491,S00865,-109,2025-03-03T05:11:00Z
T0179,S01875,-62,2025-03-08T17:12:00Z
T0456,S00044,-115,2025-03-13T05:27:00Z
T0345,S01060,-94,2025-03-16T04:00:00Z
T0411,S01059,-104,2025-03-21T17:24:00Z
T0346,S01234,-111,2025-03-27T02:12:00Z
T0214,S00006,-114,2025-03-07T21:53:00Z
T0186,S01880,-89,2025-03-05T23:30:00Z
T0394,S00593,-110,2025-03-09T10:01:00Z
T0296,S00533,-97,2025-03-18T03:36:00Z
T0413,S00696,-61,2025-03-03T01:13:00Z
T0002,S01486,-101,2025-03-28T17:30:00Z
T0321,S01932,-90,2025-03-25T03:26:00Z
T0333,S00754,-115,2025-03-20T16:33:00Z
T0388,S01479,-89,2025-03-25T20:51:00Z
T0428,S00949,-89,2025-03-16T06:26:00Z
T0211,S01119,-99,2025-03-24T02:36:00Z
T0113,S00987,-73,2025-03-18T14:44:00Z
T0228,S00301,-104,2025-03-03T07:20:00Z
T0187,S00538,-71,2025-03-05T19:08:00Z
T0406,S00598,-61,2025-03-13T11:55:00Z
T0024,S01038,-80,2025-03-25T13:47:00Z
T0351,S00551,-81,2025-03-02T20:27:00Z
T0040,S00657,-73,2025-03-21T12:09:00Z
T0118,S01583,-106,2025-03-02T08:50:00Z
T0275,S00230,-117,2025-03-04T16:49:00Z
T0226,S00196,-114,2025-03-11T14:33:00Z
T0393,S01734,-87,2025-03-23T11:03:00Z
T0262,S00414,-82,2025-03-25T08:39:00Z
T0194,S01542,-97,2025-03-24T04:44:00Z
T0245,S01882,-94,2025-03-01T11:04:00Z
T0106,S01581,-97,2025-03-04T12:02:00Z
T0210,S00317,-107,2025-03-07T01:37:00Z
T0323,S00724,-73,2025-03-01T02:31:00Z
T0068,S00694,-83,2025-03-20T23:37:00Z
T0335,S00269,-101,2025-03-15T23:43:00Z
T0425,S01197,-119,2025-03-13T14:07:00Z
T0021,S00432,-62,2025-03-08T05:48:00Z
T0048,S01910,-85,2025-03-03T04:49:00Z
T0463,S00357,-106,2025-03-14T05:03:00Z
T0074,S00681,-106,2025-03-07T07:08:00Z
T0180,S00696,-93,2025-03-17T01:33:00Z
T0309,S01122,-100,2025-03-16T06:47:00Z
T0240,S00256,-75,2025-03-04T18:23:00Z
T0105,S01454,-98,2025-03-10T03:04:00Z
T0422,S00838,-117,2025-03-07T12:02:00Z
T0265,S01840,-87,2025-03-26T06:44:00Z
T0299,S01992,-76,2025-03-01T16:45:00Z
T0221,S01765,-71,2025-03-19T16:03:00Z
T0137,S00930,-115,2025-03-07T19:42:00Z
T0366,S01304,-61,2025-03-06T21:26:00Z
T0109,S01106,-105,2025-03-17T04:37:00Z
T0449,S00001,-106,2025-03-21T18:10:00Z
T0473,S00912,-80,2025-03-25T14:57:00Z
T0465,S00052,-108,2025-03-19T17:51:00Z
T0210,S00528,-81,2025-03-26T14:53:00Z
T0325,S00250,-77,2025-03-05T02:17:00Z
T0387,S00265,-118,2025-03-26T03:13:00Z
T0213,S01061,-69,2025-03-15T21:00:00Z
T0116,S00706,-109,2025-03-12T04:15:00Z
T0005,S00716,-76,2025-03-02T14:47:00Z
T0173,S00998,-85,2025-03-22T17:26:00Z
T0150,S01353,-61,2025-03-13T03:52:00Z
T0136,S00113,-86,2025-03-18T14:55:00Z
T0265,S01297,-75,2025-03-12T23:08:00Z
T0031,S00417,-93,2025-03-26T19:00:00Z
T0003,S01211,-115,2025-03-01T19:56:00Z
T0012,S01515,-111,2025-03-18T10:34:00Z
T0442,S01581,-107,2025-03-21T04:00:00Z
T0078,S01536,-117,2025-03-03T17:09:00Z
T0163,S00618,-111,2025-03-03T19:51:00Z
T0184,S01701,-78,2025-03-06T21:45:00Z
T0125,S00375,-82,2025-03-12T20:33:00Z
T0476,S00879,-60,2025-03-06T22:32:00Z
T0312,S01578,-82,2025-03-08T23:27:00Z
T0068,S00120,-85,2025-03-16T10:49:00Z
T0306,S00310,-91,2025-03-01T07:08:00Z
T0135,S00863,-83,2025-03-17T05:24:00Z
T0161,S00209,-100,2025-03-26T15:53:00Z
T0343,S01382,-102,2025-03-12T09:04:00Z
T0186,S00627,-68,2025-03-01T18:06:00Z
T0302,S01021,-91,2025-03-02T04:08:00Z
T0096,S00061,-70,2025-03-28T07:29:00Z
T0298,S01031,-69,2025-03-26T21:47:00Z
T0296,S00350,-87,2025-03-11T21:47:00Z
T0320,S00854,-109,2025-03-19T09:08:00Z
T0079,S01186,-76,2025-03-08T21:16:00Z
T0484,S01781,-84,2025-03-04T22:19:00Z
T0054,S01482,-79,2025-03-05T13:42:00Z
T0204,S01528,-72,2025-03-06T00:55:00Z
T0487,S01003,-88,2025-03-20T16:05:00Z
T0274,S01426,-116,2025-03-24T21:27:00Z
T0303,S01955,-91,2025-03-14T13:11:00Z
T0102,S01443,-109,2025-03-12T12:14:00Z
T0427,S01531,-68,2025-03-04T04:39:00Z
T0311,S00841,-87,2025-03-26T06:49:00Z
T0341,S01768,-64,2025-03-16T23:37:00Z
T0409,S00784,-97,2025-03-08T14:34:00Z
T0100,S00990,-91,2025-03-05T11:56:00Z
T0454,S00207,-66,2025-03-25T23:17:00Z
T0138,S00811,-95,2025-03-19T22:00:00Z
T0348,S01873,-113,2025-03-08T15:12:00Z
T0050,S01079,-66,2025-03-10T22:56:00Z
T0251,S01144,-112,2025-03-06T23:50:00Z
T0317,S01480,-97,2025-03-25T00:30:00Z
T0295,S01408,-104,2025-03-14T07:42:00Z
T0138,S01430,-113,2025-03-12T21:38:00Z
T0500,S01995,-73,2025-03-23T18:47:00Z
T0215,S01574,-85,2025-03-03T23:47:00Z
T0446,S01701,-69,2025-03-02T11:29:00Z
T0408,S01576,-81,2025-03-25T08:43:00Z
T0051,S00004,-119,2025-03-22T21:20:00Z
T0093,S01173,-79,2025-03-25T23:00:00Z
T0048,S01888,-63,2025-03-16T13:49:00Z
T0414,S00855,-82,2025-03-09T23:51:00Z
T0284,S00171,-60,2025-03-15T08:48:00Z
T0195,S00891,-68,2025-03-15T19:37:00Z
T0359,S01107,-84,2025-03-17T05:02:00Z
T0303,S01669,-86,2025-03-14T21:17:00Z
T0286,S00750,-95,2025-03-11T00:46:00Z
T0421,S00609,-97,2025-03-04T03:40:00Z
T0341,S01319,-90,2025-03-26T22:14:00Z
T0245,S01735,-100,2025-03-13T10:40:00Z
T0290,S00079,-74,2025-03-16T17:39:00Z
T0087,S00713,-110,2025-03-13T16:27:00Z
T0359,S01705,-113,2025-03-15T12:16:00Z
T0145,S00736,-62,2025-03-06T18:42:00Z
T0425,S00483,-76,2025-03-11T22:33:00Z
T0265,S01050,-117,2025-03-24T20:09:00Z
T0383,S01196,-102,2025-03-06T17:40:00Z
T0129,S01022,-111,2025-03-23T12:50:00Z
T0364,S00298,-107,2025-03-24T16:02:00Z
T0394,S00678,-86,2025-03-02T01:57:00Z
T0238,S01434,-111,2025-03-16T13:22:00Z
T0477,S00889,-82,2025-03-05T23:37:00Z
T0098,S01800,-62,2025-03-20T00:44:00Z
T0223,S00235,-63,2025-03-01T00:38:00Z
T0393,S00948,-106,2025-03-08T11:53:00Z
T0402,S00284,-60,2025-03-21T09:02:00Z
T0072,S00793,-89,2025-03-26T02:33:00Z
T0404,S00774,-64,2025-03-17T01:22:00Z
T0147,S01795,-94,2025-03-25T23:04:00Z
T0245,S00023,-107,2025-03-01T12:44:00Z
T0159,S01526,-115,2025-03-02T14:12:00Z
T0025,S01506,-75,2025-03-22T07:10:00Z
T0256,S01008,-73,2025-03-07T16:41:00Z
T0154,S01111,-60,2025-03-14T02:43:00Z
T0339,S01950,-76,2025-03-02T01:49:00Z
T0485,S00052,-63,2025-03-08T10:31:00Z
T0087,S01529,-61,2025-03-09T17:39:00Z
T0131,S00033,-110,2025-03-08T17:12:00Z
T0220,S00399,-77,2025-03-15T13:49:00Z
T0414,S01622,-102,2025-03-07T14:22:00Z
T0483,S00380,-116,2025-03-15T09:44:00Z
T0278,S00023,-67,2025-03-07T18:14:00Z
T0129,S00437,-76,2025-03-17T08:16:00Z
T0150,S00655,-80,2025-03-18T00:34:00Z
T0295,S01814,-94,2025-03-20T19:41:00Z
T0313,S01969,-111,2025-03-12T09:17:00Z
T0151,S01457,-90,2025-03-03T02:23:00Z
T0245,S00722,-112,2025-03-10T07:33:00Z
T0493,S00985,-75,2025-03-10T07:08:00Z
T0495,S01905,-84,2025-03-20T05:50:00Z
T0244,S01199,-66,2025-03-14T12:10:00Z
T0069,S01393,-85,2025-03-19T08:39:00Z
T0152,S00331,-93,2025-03-01T01:06:00Z
T0073,S00669,-87,2025-03-02T15:13:00Z
T0159,S01847,-91,2025-03-20T10:43:00Z
T0022,S00767,-118,2025-03-02T18:21:00Z
T0254,S01658,-91,2025-03-24T14:29:00Z
T0091,S00468,-94,2025-03-28T03:18:00Z
T0247,S00120,-64,2025-03-13T21:27:00Z
T0326,S00447,-73,2025-03-25T08:28:00Z
T0439,S00558,-60,2025-03-05T14:40:00Z
T0049,S00474,-64,2025-03-28T04:50:00Z
T0101,S01360,-120,2025-03-10T13:01:00Z
T0283,S01019,-69,2025-03-02T02:36:00Z
T0183,S00147,-61,2025-03-05T06:07:00Z
T0015,S00315,-95,2025-03-17T01:45:00Z
T0345,S01687,-105,2025-03-01T18:33:00Z
T0450,S00002,-80,2025-03-04T18:08:00Z
T0203,S01933,-100,2025-03-27T01:26:00Z
T0458,S00899,-78,2025-03-08T18:42:00Z
T0088,S01374,-69,2025-03-10T12:17:00Z
T0336,S00901,-75,2025-03-25T06:06:00Z
T0239,S01203,-90,2025-03-10T20:53:00Z
T0303,S00536,-87,2025-03-22T10:09:00Z
T0106,S01169,-88,2025-03-02T03:26:00Z
T0010,S00148,-85,2025-03-19T20:28:00Z
T0097,S00503,-96,2025-03-14T12:53:00Z
T0156,S01880,-83,2025-03-25T11:53:00Z
T0500,S01712,-112,2025-03-16T06:05:00Z
T0120,S01115,-66,2025-03-03T07:52:00Z
T0036,S01563,-94,2025-03-22T14:50:00Z
T0229,S01579,-75,2025-03-11T18:59:00Z
T0324,S01551,-104,2025-03-14T09:29:00Z
T0119,S00945,-92,2025-03-20T02:47:00Z
T0439,S00837,-102,2025-03-03T18:20:00Z
T0221,S00838,-107,2025-03-09T21:44:00Z
T0201,S01820,-72,2025-03-04T22:20:00Z
T0190,S01810,-74,2025-03-27T06:37:00Z
T0229,S01476,-115,2025-03-05T12:53:00Z
T0396,S01602,-117,2025-03-21T22:02:00Z
T0478,S01210,-94,2025-03-26T07:38:00Z
T0424,S01781,-102,2025-03-23T07:58:00Z
T0254,S01899,-107,2025-03-22T12:05:00Z
T0486,S00752,-114,2025-03-26T12:46:00Z
T0155,S01684,-109,2025-03-10T05:37:00Z
T0264,S01334,-60,2025-03-11T02:11:00Z
T0442,S00543,-99,2025-03-26T18:28:00Z
T0084,S01044,-61,2025-03-06T00:16:00Z
T0394,S01702,-102,2025-03-19T09:14:00Z
T0496,S00672,-75,2025-03-13T11:36:00Z
T0032,S01979,-119,2025-03-09T01:09:00Z
T0400,S01634,-89,2025-03-20T09:51:00Z
T0093,S00090,-78,2025-03-07T13:22:00Z
T0204,S00070,-118,2025-03-20T06:41:00Z
T0481,S00127,-88,2025-03-07T08:02:00Z
T0339,S01937,-64,2025-03-15T21:11:00Z
T0451,S01535,-78,2025-03-10T17:36:00Z
T0491,S01340,-98,2025-03-27T02:34:00Z
T0221,S00607,-103,2025-03-20T19:41:00Z
T0132,S01522,-89,2025-03-19T18:17:00Z
T0281,S01879,-99,2025-03-27T17:57:00Z
T0160,S01406,-101,2025-03-01T02:06:00Z
T0370,S00788,-81,2025-03-06T12:51:00Z
T0041,S00293,-114,2025-03-02T23:13:00Z
T0413,S01237,-71,2025-03-19T08:25:00Z
T0311,S00634,-87,2025-03-16T05:28:00Z
T0222,S01401,-98,2025-03-04T19:00:00Z
T0452,S00409,-107,2025-03-03T01:52:00Z
T0371,S01332,-64,2025-03-23T19:22:00Z
T0264,S00655,-106,2025-03-19T08:45:00Z
T0114,S00410,-89,2025-03-23T13:09:00Z
T0066,S01465,-80,2025-03-21T14:24:00Z
T0276,S00636,-68,2025-03-28T19:26:00Z
T0330,S02000,-87,2025-03-02T16:48:00Z
T0495,S00077,-62,2025-03-04T12:12:00Z
T0094,S01596,-76,2025-03-16T06:59:00Z
T0361,S00373,-79,2025-03-17T05:10:00Z
T0087,S00668,-78,2025-03-04T14:29:00Z
T0202,S01304,-120,2025-03-14T19:59:00Z
T0085,S00962,-109,2025-03-12T05:11:00Z
T0423,S00945,-62,2025-03-12T10:15:00Z
T0487,S01206,-75,2025-03-28T21:52:00Z
T0264,S00086,-114,2025-03-04T00:10:00Z
T0039,S00402,-89,2025-03-25T10:23:00Z
T0039,S01402,-109,2025-03-19T20:45:00Z
T0458,S00011,-86,2025-03-24T09:07:00Z
T0012,S01448,-91,2025-03-24T20:18:00Z
T0063,S00692,-102,2025-03-13T16:32:00Z
T0279,S00190,-103,2025-03-16T06:47:00Z
T0309,S00821,-66,2025-03-07T01:59:00Z
T0457,S01695,-68,2025-03-18T19:37:00Z
T0359,S01840,-64,2025-03-23T03:50:00Z
T0426,S00352,-95,2025-03-28T09:52:00Z
T0482,S01702,-109,2025-03-28T16:18:00Z
T0022,S00432,-62,2025-03-19T13:20:00Z
T0348,S01014,-112,2025-03-05T03:25:00Z
T0395,S01509,-94,2025-03-07T17:04:00Z
T0255,S00173,-113,2025-03-25T14:58:00Z
T0132,S01507,-97,2025-03-25T14:30:00Z
T0383,S00317,-61,2025-03-03T21:27:00Z
T0246,S01843,-75,2025-03-11T00:37:00Z
T0224,S00304,-75,2025-03-23T02:54:00Z
T0129,S01919,-89,2025-03-10T07:52:00Z
T0214,S00980,-60,2025-03-28T20:49:00Z
T0301,S00037,-78,2025-03-08T18:15:00Z
T0490,S00417,-97,2025-03-03T21:10:00Z
T0449,S01699,-65,2025-03-17T12:11:00Z
T0451,S01759,-65,2025-03-14T14:25:00Z
T0163,S01000,-101,2025-03-23T15:48:00Z
T0094,S00561,-112,2025-03-24T23:17:00Z
T0197,S01954,-114,2025-03-05T20:47:00Z
T0060,S00852,-98,2025-03-28T00:56:00Z
T0360,S01625,-64,2025-03-07T23:37:00Z
T0344,S01715,-64,2025-03-20T18:56:00Z
T0427,S00231,-94,2025-03-24T10:06:00Z
T0107,S01852,-116,2025-03-08T16:30:00Z
T0122,S00331,-64,2025-03-06T01:50:00Z
T0297,S00755,-108,2025-03-08T22:08:00Z
T0140,S01797,-102,2025-03-26T11:06:00Z
T0085,S00567,-75,2025-03-12T02:00:00Z
T0328,S01442,-115,2025-03-13T22:19:00Z
T0331,S00646,-92,2025-03-08T17:20:00Z
T0433,S01204,-101,2025-03-08T04:39:00Z
T0187,S01955,-89,2025-03-14T00:27:00Z
T0143,S00923,-63,2025-03-19T21:59:00Z
T0175,S01484,-110,2025-03-25T02:31:00Z
T0494,S00875,-120,2025-03-19T04:28:00Z
T0023,S00050,-119,2025-03-01T15:52:00Z
T0135,S00791,-65,2025-03-20T12:10:00Z
T0462,S01603,-63,2025-03-23T15:37:00Z
T0339,S00905,-76,2025-03-13T03:46:00Z
T0130,S00263,-87,2025-03-17T07:14:00Z
T0151,S00343,-95,2025-03-23T20:52:00Z
T0074,S01574,-66,2025-03-28T20:15:00Z
T0498,S01745,-61,2025-03-24T19:20:00Z
T0182,S00014,-84,2025-03-05T06:27:00Z
T0165,S00465,-70,2025-03-28T00:54:00Z
T0341,S01488,-105,2025-03-02T15:27:00Z
T0165,S01754,-67,2025-03-18T23:08:00Z
T0135,S01108,-107,2025-03-20T03:24:00Z
T0047,S00045,-86,2025-03-20T00:22:00Z
T0101,S00456,-61,2025-03-06T10:31:00Z
T0339,S00717,-76,2025-03-08T01:54:00Z
T0368,S01534,-106,2025-03-11T02:35:00Z
T0096,S01575,-67,2025-03-28T12:24:00Z
T0142,S00897,-92,2025-03-20T09:22:00Z
T0082,S00747,-106,2025-03-04T06:31:00Z
T0120,S00424,-108,2025-03-09T15:53:00Z
T0031,S01052,-92,2025-03-23T06:42:00Z
T0123,S00549,-89,2025-03-10T19:11:00Z
T0079,S00818,-115,2025-03-23T17:27:00Z
T0299,S01226,-71,2025-03-13T14:35:00Z
T0150,S00923,-65,2025-03-23T04:39:00Z
T0038,S00074,-73,2025-03-10T22:43:00Z
T0398,S01368,-106,2025-03-25T15:24:00Z
T0262,S00687,-114,2025-03-03T18:23:00Z
T0010,S01589,-115,2025-03-05T20:57:00Z
T0347,S01447,-71,2025-03-28T18:29:00Z
T0202,S01092,-110,2025-03-01T07:51:00Z
T0074,S01837,-70,2025-03-10T05:12:00Z
T0400,S00950,-82,2025-03-13T05:43:00Z
T0123,S00887,-113,2025-03-15T10:03:00Z
T0500,S00839,-74,2025-03-15T09:35:00Z
T0036,S00573,-64,2025-03-25T02:20:00Z
T0059,S00270,-75,2025-03-24T15:30:00Z
T0199,S00699,-103,2025-03-09T18:50:00Z
T0286,S01481,-79,2025-03-07T08:09:00Z
T0227,S00248,-60,2025-03-20T05:53:00Z
T0484,S00446,-111,2025-03-22T13:55:00Z
T0125,S01493,-111,2025-03-19T19:08:00Z
T0115,S00326,-81,2025-03-18T19:52:00Z
T0395,S01598,-73,2025-03-05T02:42:00Z
T0140,S00406,-100,2025-03-14T01:19:00Z
T0100,S00182,-68,2025-03-23T12:16:00Z
T0080,S00938,-99,2025-03-20T16:50:00Z
T0197,S01349,-112,2025-03-08T19:07:00Z
T0017,S01801,-62,2025-03-06T21:20:00Z
T0360,S00717,-80,2025-03-09T18:53:00Z
T0453,S00452,-72,2025-03-17T11:56:00Z
T0225,S00131,-120,2025-03-24T15:44:00Z
T0283,S01865,-116,2025-03-24T22:34:00Z
T0039,S00799,-120,2025-03-13T11:09:00Z
T0381,S01488,-76,2025-03-08T08:22:00Z
T0287,S01973,-84,2025-03-17T18:00:00Z
T0228,S01483,-79,2025-03-02T22:39:00Z
T0070,S01857,-116,2025-03-21T18:27:00Z
T0291,S00215,-69,2025-03-17T02:59:00Z
T0112,S01596,-120,2025-03-23T17:17:00Z
T0025,S00088,-75,2025-03-18T23:49:00Z
T0056,S00964,-105,2025-03-23T03:09:00Z
T0134,S00558,-98,2025-03-01T09:03:00Z
T0387,S00558,-110,2025-03-03T03:51:00Z
T0204,S00359,-114,2025-03-01T02:54:00Z
T0325,S00239,-107,2025-03-23T20:48:00Z
T0256,S00604,-62,2025-03-22T08:48:00Z
T0388,S01717,-102,2025-03-20T13:56:00Z
T0203,S00152,-71,2025-03-17T06:23:00Z
T0031,S01477,-116,2025-03-15T00:54:00Z
T0134,S01636,-71,2025-03-08T20:05:00Z
T0300,S01397,-71,2025-03-11T16:13:00Z
T0226,S00575,-114,2025-03-18T22:15:00Z
T0203,S01439,-95,2025-03-15T01:23:00Z
T0310,S01912,-80,2025-03-09T13:50:00Z
T0062,S00394,-63,2025-03-21T11:59:00Z
T0378,S01557,-69,2025-03-06T02:01:00Z
T0066,S00430,-86,2025-03-26T11:04:00Z
T0052,S01557,-62,2025-03-08T18:41:00Z
T0145,S00030,-62,2025-03-12T11:12:00Z
T0269,S00550,-114,2025-03-15T17:08:00Z
T0356,S00644,-101,2025-03-11T04:25:00Z
T0378,S01450,-91,2025-03-12T03:05:00Z
T0413,S01137,-80,2025-03-17T00:15:00Z
T0408,S00008,-96,2025-03-17T02:04:00Z
T0306,S00322,-113,2025-03-10T21:24:00Z
T0419,S00533,-104,2025-03-01T01:03:00Z
T0195,S01014,-78,2025-03-06T22:28:00Z
T0260,S01412,-97,2025-03-22T00:22:00Z
T0149,S01509,-67,2025-03-07T23:22:00Z
T0117,S01804,-85,2025-03-26T01:47:00Z
T0165,S00394,-120,2025-03-21T05:44:00Z
T0446,S01875,-93,2025-03-11T01:37:00Z
T0259,S00640,-113,2025-03-05T13:44:00Z
T0332,S00160,-105,2025-03-18T16:51:00Z
T0153,S00535,-91,2025-03-03T21:01:00Z
